1,1337.5983,418.67917,161.86523,366.93063,0.8491569757461548,-1,-1,-1
1,583.7322,447.51205,90.820435,260.64883,0.8359885215759277,-1,-1,-1
1,1457.1882,434.87054,138.26782,327.9461,0.7695757150650024,-1,-1,-1
1,439.48242,445.44296,110.53949,273.96548,0.7364212274551392,-1,-1,-1
1,732.27576,458.53775,37.20337,112.53732,0.5424416065216064,-1,-1,-1
1,1255.156,433.77255,43.10437,115.359406,0.4931545853614807,-1,-1,-1
1,1876.5593,395.17438,42.73169,248.57867,0.26455944776535034,-1,-1,-1
2,1341.3315,416.21292,167.05505,370.02756,0.8601486086845398,-1,-1,-1
2,583.9712,448.22543,92.4895,259.66263,0.8433480858802795,-1,-1,-1
2,437.28726,445.0645,112.43509,275.09784,0.755303680896759,-1,-1,-1
2,1456.7695,433.31754,141.62915,330.8856,0.6925715208053589,-1,-1,-1
2,733.0973,465.3565,37.08557,106.33551,0.5504215359687805,-1,-1,-1
2,1255.6157,429.1593,44.67993,119.75189,0.4482477009296417,-1,-1,-1
2,1875.9729,395.1902,43.325684,252.9685,0.26554787158966064,-1,-1,-1
3,1341.916,420.57,179.20544,377.78247,0.8509734869003296,-1,-1,-1
3,583.3886,447.33966,92.52533,260.76056,0.8365360498428345,-1,-1,-1
3,435.08047,443.03375,120.142,278.38843,0.7354046702384949,-1,-1,-1
3,1474.9283,435.24142,129.76404,332.16666,0.7044873237609863,-1,-1,-1
3,732.4498,460.708,38.072876,110.16016,0.523896336555481,-1,-1,-1
3,1255.6548,431.98682,38.996582,115.819336,0.37567514181137085,-1,-1,-1
4,1347.8281,421.76202,179.0852,379.16058,0.8807789087295532,-1,-1,-1
4,582.46295,447.7315,93.19232,260.71326,0.8341608047485352,-1,-1,-1
4,435.15637,441.70038,126.1261,279.50116,0.7433122992515564,-1,-1,-1
4,1484.7603,428.61356,112.49707,340.84518,0.7365835309028625,-1,-1,-1
4,733.0928,461.6067,36.97412,109.33081,0.5004053115844727,-1,-1,-1
4,1255.7476,432.7011,38.592407,115.02753,0.34265583753585815,-1,-1,-1
5,1353.3833,418.00214,172.91272,384.30353,0.9091379642486572,-1,-1,-1
5,582.3721,448.5508,92.85773,259.71445,0.8373126983642578,-1,-1,-1
5,435.73288,443.38028,130.34341,278.25107,0.7874107360839844,-1,-1,-1
5,1489.3809,430.2378,109.7688,340.9184,0.7357695698738098,-1,-1,-1
5,734.2622,467.67328,33.906616,102.49213,0.4728778898715973,-1,-1,-1
5,1255.5875,431.0819,39.567627,117.52893,0.3566656708717346,-1,-1,-1
6,1360.9338,413.32672,169.87524,388.57214,0.9140244126319885,-1,-1,-1
6,583.3993,448.20758,91.40698,259.78986,0.834790050983429,-1,-1,-1
6,434.27866,443.92612,134.10867,279.4282,0.7742412090301514,-1,-1,-1
6,1500.1713,427.56052,94.4364,344.43423,0.6917411684989929,-1,-1,-1
6,734.1771,468.07288,34.095947,102.83911,0.5308721661567688,-1,-1,-1
6,1255.8306,432.95087,39.39868,115.621765,0.41541218757629395,-1,-1,-1
6,1013.53436,423.9225,44.50714,106.83472,0.32485339045524597,-1,-1,-1
