1,1337.2485,420.76886,171.1853,369.04504,0.87827467918396,-1,-1,-1
1,582.5408,445.33557,91.59155,261.789,0.8433523178100586,-1,-1,-1
1,1450.384,433.4968,150.57397,332.67276,0.7995685338973999,-1,-1,-1
1,441.28656,444.67603,114.90094,275.0678,0.759878933429718,-1,-1,-1
1,731.9402,470.799,34.28174,97.05322,0.647009015083313,-1,-1,-1
1,1253.6484,440.42432,38.465576,106.755615,0.578328549861908,-1,-1,-1
1,934.5736,433.0341,38.579956,82.35849,0.3971286118030548,-1,-1,-1
1,1095.9972,441.11646,40.216553,114.80383,0.39094024896621704,-1,-1,-1
1,691.92444,448.38416,44.927307,151.08588,0.30622175335884094,-1,-1,-1
1,653.5271,452.1612,56.05591,190.4696,0.29642805457115173,-1,-1,-1
1,1013.98114,433.5759,42.854065,95.72952,0.28545236587524414,-1,-1,-1
2,1343.1285,418.0547,172.86292,370.52216,0.8708455562591553,-1,-1,-1
2,583.1417,445.24493,90.889404,262.0567,0.84654301404953,-1,-1,-1
2,441.07324,445.33255,114.9928,274.98837,0.80491042137146,-1,-1,-1
2,1449.6941,436.4935,151.58545,331.90952,0.7962380051612854,-1,-1,-1
2,731.3855,472.20404,35.070374,96.607544,0.6627272963523865,-1,-1,-1
2,1255.7908,439.6181,36.372803,107.7984,0.5219329595565796,-1,-1,-1
2,1094.1185,444.673,41.91211,112.87668,0.3676157295703888,-1,-1,-1
2,934.164,433.06226,39.43689,81.697266,0.34740811586380005,-1,-1,-1
2,657.9263,451.62122,57.31073,191.9859,0.2647664248943329,-1,-1,-1
2,1012.7318,432.64807,44.132935,96.97064,0.2515448033809662,-1,-1,-1
3,1345.3708,418.80954,179.5669,378.15604,0.8730356097221375,-1,-1,-1
3,583.0392,446.2217,91.984375,261.5034,0.8360008597373962,-1,-1,-1
3,442.0003,445.51392,115.18219,275.2044,0.756627082824707,-1,-1,-1
3,1467.0225,434.1014,142.74023,333.97012,0.7383214235305786,-1,-1,-1
3,731.61456,472.1706,35.414368,94.533875,0.6214230060577393,-1,-1,-1
3,1256.595,443.0396,35.148193,104.96771,0.5261510610580444,-1,-1,-1
3,1089.3561,434.6782,46.834717,154.32315,0.4477541148662567,-1,-1,-1
3,651.56995,450.3946,58.756042,192.94098,0.4084254503250122,-1,-1,-1
3,934.4892,432.89594,37.066772,81.31824,0.3399665057659149,-1,-1,-1
3,1012.55145,435.48697,43.023254,93.73178,0.29381421208381653,-1,-1,-1
4,1349.638,416.9935,175.20117,380.28928,0.871377170085907,-1,-1,-1
4,583.187,446.1676,93.59143,261.70544,0.8397645354270935,-1,-1,-1
4,442.59918,442.51135,119.101135,277.67963,0.7822300791740417,-1,-1,-1
4,1477.1437,428.75885,135.43652,338.3485,0.747637152671814,-1,-1,-1
