1,5591,242.0211284228011,-21.74376415532396,814.8140766553239,551.049184077199,1.0,-1,-1,-1
1,5590,157.08390056661676,123.60779583028861,552.4991072458832,519.0230025095551,1.0,-1,-1,-1
1,5589,149.136604059508,80.44574712591424,587.7151415459607,519.024284612367,1.0,-1,-1,-1
1,5588,274.6300639114907,-15.516664604134348,861.5836812056968,571.4369526900718,1.0,-1,-1,-1
1,5587,206.30766603225732,-22.572827131805127,766.8458984208677,537.9654052568051,1.0,-1,-1,-1
1,5586,327.67496940854187,-44.792071607083074,964.4390442633331,591.972003247708,1.0,-1,-1,-1
1,5585,127.79404780105469,28.609202830351563,638.4278760270703,539.2430310563672,1.0,-1,-1,-1
1,5584,160.45268304407418,242.23085076868355,395.7348169559258,477.51298468053517,1.0,-1,-1,-1
1,5583,619.4734130542155,202.0791869799967,981.4845947582845,564.0903686840658,1.0,-1,-1,-1
1,5582,186.97282026883687,203.46894453641502,487.15950394991313,503.6556282174912,1.0,-1,-1,-1
1,5581,631.4231487628429,272.11318172182723,877.0106891277821,517.7007220867665,1.0,-1,-1,-1
2,5601,243.328540671337,-20.29447568608481,813.536205422413,549.913189064991,1.0,-1,-1,-1
2,5600,160.17166845058765,124.35672704433765,555.0653310611311,519.2503896548811,1.0,-1,-1,-1
2,5599,206.45432782634185,-22.966356988111272,767.1465632869395,537.7258784724863,1.0,-1,-1,-1
2,5598,272.5841838911614,-16.656294624463612,863.4464557572761,574.2059772416511,1.0,-1,-1,-1
2,5597,328.0303340451429,-44.34320111110708,964.1332401736071,591.7597050173571,1.0,-1,-1,-1
2,5596,127.52619484872051,28.70405129403298,638.9296767333108,540.1075331786233,1.0,-1,-1,-1
2,5595,616.4107187865632,199.97245584711,984.8688222290618,568.4305592896087,1.0,-1,-1,-1
2,5594,160.1921262194099,242.31956762565986,395.8739138196526,478.00135522590267,1.0,-1,-1,-1
2,5593,186.86994108099245,203.50519498724248,487.161186848695,503.796440754945,1.0,-1,-1,-1
2,5592,640.0702341517842,276.3629282435811,875.9212209263408,512.2139150181376,1.0,-1,-1,-1
3,5611,239.97609085804658,-23.201887657578425,815.5986161732035,552.4206376575785,1.0,-1,-1,-1
3,5610,204.9249492724084,-23.745949165091588,766.6310199658728,537.9601215283728,1.0,-1,-1,-1
3,5609,159.82861342554622,126.33340468531185,550.497375343985,517.0021666037507,1.0,-1,-1,-1
3,5608,297.7825607597691,24.187834197269183,838.4082351386684,564.8135085761683,1.0,-1,-1,-1
3,5607,324.570775912674,-47.29714400920096,967.172388149826,595.304468227951,1.0,-1,-1,-1
3,5606,127.14034546473573,26.97811401942323,639.8885851993268,539.7263537540143,1.0,-1,-1,-1
3,5605,622.808502896831,201.96292184214354,986.954192415669,566.1086113609815,1.0,-1,-1,-1
3,5604,160.6291425963297,242.39705641468908,396.5533525208578,478.3212663392172,1.0,-1,-1,-1
3,5603,186.92391440080087,203.27468344376962,488.09964516951163,504.4504142124804,1.0,-1,-1,-1
3,5602,653.6180394225439,289.631955438169,871.3197047180811,507.333620733706,1.0,-1,-1,-1
309,8593,-1.926638606626966,397.7358217917134,117.59218781821606,459.7075279080723,1.0,-1,-1,-1
310,8593,-2.105044383840287,396.92537805437166,117.71986690394107,461.08875613806026,1.0,-1,-1,-1
311,8593,-1.0078849524993387,398.67723156638704,115.20288771733958,459.6430378249802,1.0,-1,-1,-1
312,8593,1.1285365628322808,396.16294170159546,120.20942630976161,457.1237876388105,1.0,-1,-1,-1
313,8593,4.009417621926815,396.0228093403762,132.11222929866807,460.35690240314244,1.0,-1,-1,-1
314,8593,11.914228205526655,396.4580085103282,142.45119556124783,460.32297824553257,1.0,-1,-1,-1
315,8593,23.577123303475247,396.74266705593817,161.74104790092994,459.54746195115155,1.0,-1,-1,-1
316,8593,33.986478427232754,397.73890456327496,188.53629849391777,459.1743329111162,1.0,-1,-1,-1
317,8593,40.61314335786351,398.84207378181947,216.23023995268113,458.18805592020414,1.0,-1,-1,-1
318,8593,42.76646081596962,399.86700162325616,241.0711222845505,456.3874123150667,1.0,-1,-1,-1
319,8593,42.058874047319335,400.65061975669465,257.9476040811421,455.57478920979935,1.0,-1,-1,-1
320,8593,40.00630142186503,402.43723375847,270.6904448469579,453.4781616965285,1.0,-1,-1,-1
321,8593,37.38169318642656,403.310954145125,279.7599445005201,451.851387001471,1.0,-1,-1,-1
322,8593,35.029279941103965,403.10691980543925,287.523326856669,447.28494902336763,1.0,-1,-1,-1
323,8593,33.43451407754591,403.2474930876829,293.8447321862319,443.8785411628997,1.0,-1,-1,-1
324,8593,32.178167929762935,404.5289381939525,296.3715368997221,440.28300975787374,1.0,-1,-1,-1
